message,cyberbullying
fernando reges nasıl bir kraldır,0
aptal cumleler kurarak heryerden ben değilim diyerek ne sandin ya sen beni en nefret ettiğim şeyler zaten,1
yemekteyiz içimde insan sevgisi olan puanım nedemek,0
şu ders iptallerini uyanıp evden çıktıktan sonra söylenince varya allaahh istemsizce bir sövüyorumulan şimdi mi söylenir andaval,1
güzel şarkı,0
hafifmeşrep erkeklerden hoşlanmıyorum erkek dediğinin fethi zor fatihi tek olmalı,1
veriler açıklandı avrupa veled zina kaynıyor,1
merve kafayı yedi hazmedemedi kaybetmeyi helal gönüllüler,1
kimmiş o göt merak ettim,1
merhaba bir daha tatlı görmek istemiyorum görüşürüz,0
ya bunlar hakikaten gerizeka ulan haklıysanız ve adalet istiyorsanız insan gibi gider maçınızı izlersiniz,1
gerizeka doluyum ben dedi ya andaval okuma özürlüsü,1
bugün ksilofon ve ağzına kadar çikolata doldurulmuş kfc kutusu aldım harika arkilerim var mutluyum,0
boş boş konuşma lan hırbo dayanarak yalaka ilan ediyon,1
ballı kaymağım sen bir harikasın kırmızı halı sersem oscar alırsın,0
elbette rızık korkumuz yoktur o ancak allah tandır bir işi ehline vermemek zulümdür hak kiminse liyakat sahibine,0
ohh şükür ki bulundu kuzum çok geçmiş olsun ballisi,0
çikolata için el öpmem ben,0
ya ben böyle hayatın amk,1
herkes mertcanin dingil oldugu noktasinda hemfikir mi,1
dersten geçebilmem için yapmam gereken ödevi yine son haftaya bıraktım ne aptal andaval beyinsiz bi kızım ben ölmek istiyorum,0
lan sikini yalamadigin kimse kaldi mi sisko emros iyice follos oldun orospu papazenes sükür,1
sen nasıl bi gavat dürzü sün ki la amina godugumun yumuşagi,1
annenin amını dölleyim fahişe gibi yırtana kadar sikerim,1
kardeş daha ben twiti atmadan nasıl favlıyosun süpersin hayalimdeki takipçisin,0
efsane muazzam makyaj yapabilme yeteneğim var youtuber olarak yola adım atmaya karar verdim zengin olacağım o zaman,0
nefeslerini bu kadar bosa tuketen embesil dunyanin hic bir yerinde yokkadere bak ki duse duse biz dustuler,1
clinton vakfını çok seviyormuş embesil orospu,1
her insan yapmadığı tüm iyiliklerden suçludur,0
slm millet bucadan yokmu sakso çektirmek isteyen genç aktif,1
ibrahim tatlıses izmirlileri uyandırmamız lazım uyuyorlar çünkü o derin uykudan hâlâ uyanamadılar,0
yine bir düğün varbabam sen gelmiyorsan biz niye gidelim diyorarabadayızhala kimin düğününe gittiğimizi bilmiyorum,0
yine kampüs andaval kaynıyo,1
neymiş üzerindekiler markaymış sorun o değil paçoz sende ucuz durmuş,1
yaşlı kadın görünce kendini kaybediyor lavuk,1
yanliz o degilde resmindeki tinto ustadi saygiyla yadediyorum,0
of gercekten amcık memeler harika yalamak sikmek isterim,1
ebeni belliyecek senin,1
survivor finali birsen yaptı tbrklr birsen,0
ne mutlu ak partili olana  ne mutlu kutlu davaya gönül verene,0
dünyadaki en ilginç geleneklere inanamayacaksınız,0
kız yelloz naber,1
zampara yaa,1
bu amcık nereli,1
çocuk gelin pedofili sayısı tavan yapmış durumda,0
benim onca şeyim senin olduğundan alakalı hep gerçekleşmedi bu bi gerçek defol cidden,1
yaw bu dombili çok komik adam,1
embesil gerizeka anlatmak istediğimi hala nasıl anlamıyosun ,1
galiba demokrasi adına demokrasi düşmanlarına müsamaha ede ede kendimizi de demokrasimizi de yok edeceğiz korkarım,0
off beyinsiz telefonu firlaticam simdi ne cektim arkadas bu ne yaa 2 yildir omrumu yedi bu yonetim biktim bee paragöz pislikler,1
mutfağımız daha rekabetçi oldun diye lezzete sanat kattık isimli erasmus  projemizin 3 hareketliliği,0
bir tam bir serseri dostum,1
bu dediklerinin hepsi hatta misliyle sensin adi serefiz it,1
anaları aşifte çıktı iyi mi,1
darısı cezaevinde bebeğiyle beraber tutuklu diğer annelere,0
bok gibi insanlarla muhattap olmak zorunda kalmak,1
minibüste 2 metre bir çocuk vardı yanımda bütün yol kafama burnundan soludun neye sinirliydin bilmiyorum ama umarım,0
yıldız ve alihanın tanışmasını nasıl buldunuz yorumları alalım ,0
ahmak sensin bre zındık,1
okul bu hafta yok hiç diye çok mutluyum ama canım da çok sıkılıyor,0
cenabet olabilir misin ,1
en deli tahiri iyi ki sen oynuyorsun harikasin ne adaam ,0
latovlevici piçini inatla oynatan büyük maçlardaki saçma sapan oyun düzeni ile çıkan yavşak tudor’u siz savunun,1
sen inan diye yapıyorlar bu haberleri zaten andaval,1
dünyanın en itici insanlarından olabilirsin danla bilic,1
yaa bırak bu ayakları hırbo işin gücün şov,1
herkes rütbesini bilecek,0
yoruma gelin sonrada biz sizi kullanmıyoruz izlemeyin falan farklı düşünen kitleyi memnun etmek çabanız olduğunu zaten biliyoruz,0
bazen bir kahve yudumlayıp bir şarkı açarsın susarsın ve o şarkı senin söylemek istediğin her şeyi söyler,0
araba korna çaldığı için çocuk nasıl kahkaha atıyor allahım beni de böyle sebeplerden güldür,0
istanbulu bitirdiniz sıra izmire mi geldidoymadınız mı hala paraya bu doğa düşmanlıüğ nedir allah aşkına,0
senin duymak istediklerini bilmem ama benim sana söylemek istediklerim  azgın kaltak orospu benim orospu vs vs,1
amk videosunda lavuk konusuyo o konuşmasa is makinesi sesi var memleketin paranormal videosu bile kalitesiz,1
ender şurada uzaylı duruyor desen adam hoşgeldi sefalar getirdi diyecek,0
siktir git lan burdan sokuk,1
iğreniyorum sizin egonuzdan cocukların sevinçlerini bitirdiniz  survivor,0
sol yanın çiçekler açsın çocukeksilmedeneksiltmeden,0
yanakları şişko olan kızların hepsi mi tatlı olur ya,0
beyin yokki onu yapsın pis cüce,1
evet taksici cocuk ama sen konuşma senide sevmiyoruz sıdıkanın orda olduğu günü unutmadık ,0
allah bir belanızı vermedi lanet olsun sizlere,1
yapay zeka ve insansı robotlar dengeyi degişti,0
şişko yanaklarımı yok etme şansım var mı acaba ,0
bırakın düşmanlığı bu ülke meselesi o sebepten ötürü beşiktaş karşısında portoya başarılar diliyorum,0
bi siktir git godoş ataerkilmiş bunu varya belden bağlamalıyla dövücen jopla değil sanane amk,1
hayırlı forumlar mic drop remix’i freni boşal kamyon misali üzerimize doğru geliyor tehlikenin farkinda misiniz,0
geleninde gideninde amk,1
iyi sikti bizi amk çakalı,1
e tabi bahane şart survivor,0
unutmayın hepimiz bir engel,0
hafifmeşrep kızların bunu dert edeceğini sanmıyorum,1
aq daha düne kadar instagram canlı yayınında ağlayıp intihar edicem şeklinde prim yapmaya çalışan lavuk mu,1
şu dünyada rabbime inanmayanları anlayamıyorum haşa,0
size ne amk,1
algıya bak beşiktaş şampiyon olmazsa seyirci azalacakmış ulan gerizeka millet kombine yenilemek için sıra bekliyor angut,1
çok güzelsin,0
ilçelerden derslere gelmek için binlerce km yol yaptılar,0
bu millete  politikacılar atatürkün emperyalizime karşı oluşunu ve modernite ile batılaşma çabasını yanlış anlıyor,0
tudor şimdi bu ölmüşlerini siktimin aptal orospu çocuğunu kovmayanin kanini sikerim kaniniya aq aklim almiyo ya,1
bu adamdan bi cacık olmaz bu adama sorduklarında beşiktaşlıyım cevabını verince utanç duyyorum dürzü ile aynı kefede oldum için,1
huzurlu keyifli bir gün diliyorum,0
canım maşallah çok güzelsin ya gurban olduğum ya,0
bu orospu çocuğu nazmi ardıç kumpas mağdurlarını bile cezaevinde dinleten bir kahpe,1
kafam ekmek kafa oldu dedi suratım tepsi gibi oldu dedi sonra çikolata yemeye gitti kilo aldım dedi,0
allahsız puşt,1
çikolata kalp damar hastalıklarını ve felç riskini azaltıyormuş e mutlu da ediyor nefes alsa evlenilir bu vicdansızla,0
ya kızlar bir şey soracağım ama lütfen cevap verin neden keko ve barzo tiplerle sevgili oluyorsunuz,1
aşağılık pislikler,1
şarkı önerilerini alalım,0
gulmeyin sap ve mutluyum bekarlık sultanlık by yurda demlik aldık çok mutluyum,0
linnes varken neden latovlevic rodrigues varken niye tolga ey gerizeka,1
şerefsiz yavşak idrisin hala yüzsüz yüzsüz karısıyla nikaha gelmesi sorunsalı tahir yengeye durumu ne zaman açıklıycan acaba,1
yelloz diye marka olsa vitrin mankeni olursun hala laga luga yapıyosun,1
hayır ya alakasız konularda itici bi şekilde barzo gibi artistlendi,1
abv bu nasıl kahvaltı aq,1
40 lı yaşlarında pavyon müşteri ayartmaya çalışan konsomatris,1
amını damını siktiğimin piçi sen kimsin lan benle böyle konuşuyorsun,1
tatsızlık pislik olsun diyedaha başka var mı yavuzcum bahar tırnakları çıkarınca kedi modunu açarsın öyle,0
ulan günlük su ihtiyacını tükürdüğünü yalayarak karşılıyorsun hala neyin ego’su bu be andaval,1
ohh be merhaba cl,0
yalaka öküz boynuzlarini kasabin biçağina surtermis ,1
pis zinacı,1
danla bilic milletle dalga gece gece gecilcek hale gelmissin sok oldum he nasi şişmişin bir anda öyle,1
cerrahpaşaduruşu halkın hizmetindeki hastaneyi denize bakan lüks evlere dönüştürmemektir,0
hiçbir şey de gözümüz yok rabbim karşımıza hayırlı insanları çıkarsın hakkımızda hayırlı olanı versin yeter,0
keşke evlenmeden önce tanısaydım  alexi ya nerde psikolojisi bozuk yarak gezen var savuşturuyor kahramanım,1
hayırlı olur inşallah hdjdjdj,0
beynimi hissetmiyorum ben beyinsiz miyim acaba,0
mardin sakatlar derneği başkanı sayın hasan anuk il müdürümüz sayın hüsnü bengin efetürk’e hayırlı olsun ziyaretinde bulund,0
dombili olan babasının çaldıklarını hem miğdesine hemde kumar makinelirine yediriyor sağdaki dürzü bulgarda kumar,1
sus lan andaval alagavat,1
ayyas berdus müslümanda olsa,1
yarın akşam yüksek sesle bilgisayar oynamaktan mı yediniz yine,0
tecrübelerinizle her zaman bize yol gösterici olduğunuz ve desteğinizi hiçbir zaman esirgemediğiniz  için çok teşekkür ederiz,0
uzmanlikta degil embesil sivilde hicbir halta yaramadığı kapiş uzmanlikta işe yara,1
alınacaklar listemde keçi sütü hindistan cevizi yağı ve bilgisayar var pahalı ve lüks yaşamak benim işim,0
seni ben bozacağim daracik götün ilk benim güzel büyük yarağimin tadina bakacak,1
insanların en hayırlısı ahlakı güzel olandır,0
bir çocugu dini kin sebebiyle babasindan ayrimak onu babadan mahrum etmek ancak alçak serefiz acimasiz,1
almanyada da en irkci hukumete vericem aq yasadigi koyden memnun olmayip dunya kulturunden bihaber her angut,1
bir daha uçar mı güvercin şehirde,0
seni sevirem,0
öyle güzelsin ki kuş koysunlar yoluna,0
yemekteyiz sosyoloji ve psikoloji okuyan arkadaşlarıma bu programı önermeliyim tam üzerine tez yazmalık değil mi,0
ülke gerizeka dolu amk adam a101 e gelmiş kasaya rakı var mı diye soruyor he var amk konsomatris de ister misin,1
ben de şuan kendimden nefret ediyorum doğal olucam diye paspal oldum bence,0
sen mükemmel bir program detayısın yaa,0
artık bir gerçeği söyleme vakti geldi orospu çocuğunu çok özlüyorum ama nefretim de büyük,1
mal mısın orospu çocuğu,1
3 gündür tahlil için diyet yapıyorum diyette birkaç besin tüketmemem gerekiyor bu besinlerin arasında çikolata da var,0
bu kadar yalaka bu kadar fırıldak paçavra sadece,1
cüce olmadığını kanıtlamaya çalışmaları,1
bu gerizeka birkaç da hatun ister partiden artık,1
çikolata yemekten asla vaz geçemem ya aşk bildiğin,0
eminim eserleriyle gurur duyuyorlardır,0
bi de sonuna  koyup laf sokma çabasını belli etmiş andaval yazık,1
4 gün önce ben yazdım ama herkes bilmiş tebrikler  bu arada metro ve uluun samsunlu  geçen metro aldığın,0
klibin devamı youtube kanalımızda,0
ufak mufak anlamam sikerim,1
pislik herif,1
lan gerizeka orospu çocuğu bu müzik kürt lere ait asıl çalan siz barbarlarsiniz yavsak orospu çocuklari,1
alesten 80 almistim gecen baharda 80 üzerine  çikamazsam kendimi gerizeka ilan edicem,0
şişko,1
nasıl bir acı bıraktın bize be çocuk,0
tuğçe melis demir adem maç yapıyor sonuçta kaşı yarılıyordudağı patlıyor maça devam ediyor,0
gün içinde arabesk ruhlu çomarlardan serseri model keko kendini çapkın sanan zirzop sıkıldım,1
kafesteki kuşların neden şarkı söylediklerini biliyorum,0
erzurum’ gözümden düşmüştü ama sen kurtardın be abi helal olsun sana allah seni cennetine koysun inşallah,0
bunlar vakit çalar sadece değersiz embesil,1
halkarenası uğur dündar atatürk gibi konuşuyor yatağımdan kalktım hazırolda dinliyorum,0
beyoğlu belediyesi geleneksel pilav günleri başladı,0
karım esra nasil tam bir orospu kaltak seks makinesi gibi,1
geri zekalı beyinsiz cüce ne bu ya sanırsın vansh ın aşkından ölüyodu uyuz şey,1
azgın liseli sürtük,1
dünya hep daha iyiye doğruya güzele evrilecek bir gün insanlığın çocukları hayretle  atalarımız hayvanları da kur,0
ünlü oyuncu 4 yıldır beraber olduğu sevgilisine evlenme teklifi etti,0
whatsapp’dan söyleseymiş pezevenk,1
bugünlerin tek iyi yanı hep birlikte ne kadar büyük bir aile olduğumuzu görmemiz cerrahpaşaduruşu,0
senin ağzına sıçarım git burdann,1
2 gündür güzel şeyler duyuyorum ve ablamın kıskançlığı iyice artıyor tabiki mutluyum,0
dengemi kaybettim otururken düşüyodum kantinde bi kız bakıp kahkaha attı tamam gül de bu kadar da belli etme naza,0
plan yapıldığı halde saatlerce bekletiyolar ya boğazına sıçmak istiyorum hırtapoz,1
buna mizah demek bile ayıp bence alt metinde öfke kin pislik riyakârlık akiyor,1
lanet  kaynana senin yüzünden hatice elenmez umarım,1
her çeşit çikolata alıp 20lik diş ağrısı çekip yiyemeyen bir de üstüne boğaz ağrısı çeken gün boyu mızmızlanan bir ben,0
amcık  beni kudurtuyor üstüne atlamamak için  kendimi zor tutuyorum,1
valla ben hiç mutlu olmaya çalışmıyorum denk gelirse mutlu oluyorum gelmezse inşallah maşallah hayırlısı şeklinde yaşıyorum,0
kadiniizle bence cok guzel basarili,0
hiçbir işim kolay olmadı hep zorlu oldu hep emek uğraş ve üzerine çok hesap yapmamı gerektirdi,0
çok sexi karısı var çıldırttı beni ekrana yapıştım resmen ya off godoş la tanışmak isterim,1
ablam senin güzel canın sağolsun  ben eskisi gibi yemiom zati çikolata haftada bir iki,0
yaşıyon çogunlukta azınlığa bok diyon,1
bu fırtına da kafama bir şey düşmediği için mutluyum,0
özgürlükçü demokrasi gazetesi genel yayın yönetmeni yılmaz yıldız ve yazıişleri müdürü ishak yasul a 10 ar ay hapis,0
ya rabbi ölünceye kadar ibadet etmemizi  ömrümüzün hayırlı amellerle sona ermesini nasip et ve cennetini ihsan eyle,0
pezevenk sınavdan 40 almışsın diye hayatın dramını yaratıp süslü püslü cümleler kuruyorsun gören de ölümcül hastalığa yakalandın sancak,1
280 karakter de yaramış sdfgsgs başarılı bi gelişmeydi,0
neden tanıdığım bütün büşra gözde ve beyzalar zinacı kandil vakti küfür edemem,1
bölüm sonunda reşiti ölü istiyorum adamlar karnından yedi öldü kalbinden vuruldu hala taşıyo dürzü,1
kokuna sarılıp sarhoş olmak varken sensizliğin hüznüne sığınıp berduş oldum ya işte o bana koyuyor,0
beyinsiz mal yurt disinda kanunlar kurallar var 12 yasinda kizlar zorla evlendirilmiyor,1
adem çok tatlısın ve haklısın kral,0
birşey yapmaya çalışıyorsunbari düzgün yap diye yazdım,0
miniklerden oluşan dev kadro,0
zampara nxlxmsşxlxzşzşş,1
annen mühendis baban doktor sen serseri olamazsın küçüğüm kasma,1
efsane olmuş tebrikler yılmaz hocam,0
hilal ve leon un yan yana birisi ölmeden biri hapisten kurtulduğu için değil,0
sen önümde böyle domal ben ateşi yakarim,1
günaydın hayırlı cumalar mübarekler,0
flamingo katliamı yapmayın katil proje istemiyoruz,0
annem ben senin için oy veririm git ders çalış sen diyo çıldırcam,0
bulaşık makinasını çalıştırdıktan sonra farkedilen bulaşık kadar can sıkıcı insanlar var tam mutlu olacan pislik yapıyorlar,1
giriştikleri her pislik içinbir bahaneleri olurabd nin asil yüzü,1
bana övgüler yağdırın şiirler yazın egomu tatmin edin ezik olun ve bana kusursuz itaat edin,1
real madrid  bayern münih maçına 01 oynamayan andaval var mı bunu cidden soruyorum,1
amına koduğumun yerinde selam verşp yazmayan amına çaktıklarım siktir gidin,1
ya ne alaka bu twitle attığın mentionun ne alaka amk çocuğu ne alakaa,1
sinemada sabah ve gündüz seanslarından nefret ediyorum bücür dolu oluyor gelişine tokatlamak istiyorum,1
son virajda şampiyonluğu bırakmıyor,0
ebru hanım hakkaniyetli görüşleriniz için tesekkürler4 ay evli kaldım karsı taraf kusurlu çocuk yok adın,0
ayyaş çıktı lan bunlar,1
biriniz curious’dan şiir yardırıyor ya hadi hayırlısı,0
biz takımımıza aşığız başka kimseye de bu kadar aşık olamayız,0
saçını başını yolalım ayyaş deli karının,1
